"","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","open.days","Monday.hour","Tuesday.hour","Thursday.hour","Wednesday.hour","Friday.hour","Saturday.hour","Sunday.hour"
"4098","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-22:0",7,11,11,11,11,13,13,11
"4099","6:30-16:0","6:30-16:0","6:30-16:0","6:30-16:0","6:30-16:0","8:0-14:0","8:0-14:0",7,9.5,9.5,9.5,9.5,9.5,6,6
"4100","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0",NA,6,10.5,10.5,10.5,10.5,10.5,10.5,NA
"4101","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0",NA,6,6,6,6,6,6,6,NA
"4102","11:0-21:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-21:0",7,10,11,11,11,11,11,9
"4103","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4104","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-21:0","12:0-21:0",7,11,11,11,11,11,9,9
"4105",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4106",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4107","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","12:0-1:0",7,14,14,14,14,14,14,13
"4108","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,11,11,11,11,9,6
"4109","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:30","11:0-2:30","11:0-2:30","11:0-0:0",7,13,13,15.5,13,15.5,15.5,13
"4110",NA,"11:0-20:0","11:0-20:0","11:0-20:0","11:0-21:0","11:0-21:0","12:0-20:0",6,NA,9,9,9,10,10,8
"4111",NA,NA,NA,NA,NA,"10:30-15:0","10:30-15:0",2,NA,NA,NA,NA,NA,4.5,4.5
"4112","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","9:0-2:30","9:0-2:30",7,15.5,15.5,15.5,15.5,15.5,17.5,17.5
"4113",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4114",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4115","16:0-21:0","16:0-21:0","16:0-21:0","16:0-21:0","16:0-21:0","15:30-17:30","15:30-17:30",7,5,5,5,5,5,2,2
"4116",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4117",NA,"17:0-2:0","17:0-2:0","17:0-2:0","14:0-3:0","15:0-3:0","13:0-2:0",6,NA,9,9,9,13,12,13
"4118","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","11:0-21:0",7,10.5,10.5,10.5,10.5,11.5,11.5,10
"4119","0:0-0:0","11:0-21:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,0,10,13,13,14,14,13
"4120","17:0-23:0","16:0-0:0","16:0-0:0","16:0-0:0","16:0-1:0","13:0-1:0",NA,6,6,8,8,8,9,12,NA
"4121","16:0-21:0","16:0-21:0","16:0-21:0","16:0-21:0","16:0-22:0","16:0-22:0","13:0-19:0",7,5,5,5,5,6,6,6
"4122","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",NA,6,10,10,10,10,10,10,NA
"4123","0:0-0:0","11:0-21:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,0,10,13,13,14,14,13
"4124","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4125","0:0-0:0","6:30-15:0","6:30-15:0","6:30-15:0","6:30-15:0",NA,NA,5,0,8.5,8.5,8.5,8.5,NA,NA
"4126",NA,NA,NA,NA,"18:0-21:0","14:0-21:0","14:0-18:0",3,NA,NA,NA,NA,3,7,4
"4127","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-23:0","12:0-23:0","12:0-22:0",7,10,10,10,10,11,11,10
"4128","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-18:0","10:0-16:0",7,12,12,12,12,12,9,6
"4129","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","11:0-23:0","11:0-23:0","11:0-23:0",7,6,6,6,6,12,12,12
"4130","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-2:0","11:0-2:0",NA,6,12,12,12,12,15,15,NA
"4131","0:0-0:0","10:0-2:30","10:0-2:30","10:0-2:30","10:0-2:30","10:0-2:30","12:0-0:0",7,0,16.5,16.5,16.5,16.5,16.5,12
"4132","19:0-1:0","19:0-1:0","19:0-1:0","19:0-2:0","19:0-2:0","19:0-2:0","19:0-0:0",7,6,6,7,6,7,7,5
"4133","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-2:0","11:0-2:0",NA,6,12,12,12,12,15,15,NA
"4134","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,11,11,11,11,9,6
"4135","7:0-18:0",NA,"7:0-18:0",NA,"7:0-18:0","8:0-13:0",NA,4,11,NA,NA,11,11,5,NA
"4136","0:0-0:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","12:0-18:0",7,0,8,8,8,8,8,6
"4137","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","9:0-19:0",NA,6,8,8,8,8,8,10,NA
"4138","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","9:0-21:0","9:0-21:0",7,14,14,14,14,14,12,12
"4139","0:0-0:0","11:0-21:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,0,10,13,13,14,14,13
"4140","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","8:30-2:0","8:30-0:0",7,13,13,13,13,15,17.5,15.5
"4141","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","12:0-22:0",7,11,11,11,11,12,11,10
"4142","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0",NA,6,12,12,12,12,13,13,NA
"4143","0:0-0:0","11:30-21:0","11:30-21:0","11:30-21:0","11:30-2:0","11:30-2:0","10:30-22:30",7,0,9.5,9.5,9.5,14.5,14.5,12
"4144","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:30","11:0-2:30","10:0-0:0",7,13,13,13,13,15.5,15.5,14
"4145",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4146",NA,"16:30-22:0","16:30-22:0","16:30-22:0","16:30-0:0","16:30-0:0","11:0-20:0",6,NA,5.5,5.5,5.5,7.5,7.5,9
"4147","8:0-18:30","8:0-18:30","8:0-18:30","8:0-18:30","8:0-18:30","8:0-17:0",NA,6,10.5,10.5,10.5,10.5,10.5,9,NA
"4148","0:0-0:0","15:30-1:0","15:30-2:0","15:30-2:0","15:30-2:0","11:30-2:0",NA,6,0,9.5,10.5,10.5,10.5,14.5,NA
"4149","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","12:0-18:0",7,11,11,11,11,11,11,6
"4150",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4151",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4152",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4153","11:0-20:0","11:0-22:0","11:0-22:0","11:0-22:0","9:0-23:0","11:0-23:0","11:0-22:0",7,9,11,11,11,14,12,11
"4154",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4155","0:0-0:0","17:0-21:0","17:0-21:0","17:0-21:0","17:0-22:0","17:0-22:0",NA,6,0,4,4,4,5,5,NA
"4156","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0","8:0-14:0",NA,6,10,10,10,10,10,6,NA
"4157",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4158",NA,"16:0-0:0","16:0-0:0","16:0-0:0","16:0-2:0","16:0-2:0",NA,5,NA,8,8,8,10,10,NA
"4159","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0",7,5,5,5,5,5,5,5
"4160","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,13,13,13,13,14,14,13
"4161","15:0-22:0","15:0-22:0","15:0-22:0","15:0-22:0","11:30-23:0","11:30-23:0","15:0-21:0",7,7,7,7,7,11.5,11.5,6
"4162","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","8:30-20:0",NA,6,0,11,11,11,11,11.5,NA
"4163","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4164","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4165","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-0:0",7,13,15,15,15,15,15,13
"4166",NA,"16:0-1:0","16:0-1:0","16:0-1:0","16:0-1:0","16:0-1:0",NA,5,NA,9,9,9,9,9,NA
"4167",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4168","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","10:0-23:0","10:0-22:0",7,11,11,11,11,12,13,12
"4169",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4170","10:30-0:0","10:30-0:0","10:30-0:0","10:30-2:0","10:30-2:30","8:30-2:30","8:30-0:0",7,13.5,13.5,15.5,13.5,16,18,15.5
"4171","0:0-0:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0",NA,6,0,10.5,10.5,10.5,10.5,10.5,NA
"4172","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:30-22:30","12:0-21:0",7,0,11,11,11,11,11,9
"4173","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4174","7:0-18:0","7:0-18:0","7:0-18:0","7:0-18:0","7:0-18:0","8:0-16:0","9:0-15:0",7,11,11,11,11,11,8,6
"4175","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4176",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4177","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4178","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4179",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","16:0-22:0",NA,5,NA,10,10,10,10,6,NA
"4180","0:0-0:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0",7,0,9,9,9,9,9,9
"4181","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","10:0-21:0",7,11,11,11,11,12,12,11
"4182",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4183","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4184","5:0-20:30","5:0-20:30","5:0-20:30","5:0-20:30","5:0-20:30","5:0-19:0","5:0-20:0",7,15.5,15.5,15.5,15.5,15.5,14,15
"4185","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0",7,10,10,10,10,11,11,10
"4186","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0",7,12,12,12,12,12,12,12
"4187",NA,"9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-17:0",NA,5,NA,9,9,9,9,8,NA
"4188","10:0-20:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-18:0","8:0-16:0",NA,6,10,12,12,12,9,8,NA
"4189","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0",NA,6,13,13,13,13,13,13,NA
"4190","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","12:0-20:0",7,15,15,15,15,15,15,8
"4191",NA,NA,NA,"20:0-3:30","20:0-3:30","20:0-3:30",NA,3,NA,NA,7.5,NA,7.5,7.5,NA
"4192",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4193","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0",NA,6,10,10,10,10,11,11,NA
"4194","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:30-20:0",7,10,10,10,10,11,11,8.5
"4195","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-0:0","6:0-2:30",NA,6,17,17,17,17,18,20.5,NA
"4196","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","8:0-20:0","8:0-19:0",7,13,13,13,13,13,12,11
"4197",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","10:0-15:0",6,NA,11,11,11,11,11,5
"4198","11:0-21:0",NA,"16:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","12:0-21:0",6,10,NA,10,5,11,11,9
"4199",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4200","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","8:0-2:30","8:0-2:0",7,15,15,15,15,15.5,18.5,18
"4201",NA,NA,"16:0-22:0","16:0-22:0","16:0-0:0","12:0-0:0","12:0-17:0",5,NA,NA,6,6,8,12,5
"4202","10:0-1:45","7:0-1:45","7:0-1:45","7:0-1:45","7:0-1:45","7:0-1:45","11:0-19:0",7,15.75,18.75,18.75,18.75,18.75,18.75,8
"4203","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0","11:0-22:30","11:0-22:30","12:0-22:0",7,5.5,5.5,5.5,5.5,11.5,11.5,10
"4204",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4205","16:0-0:0","16:0-0:0","16:0-0:0","16:0-0:0","16:0-2:0","16:0-2:0",NA,6,8,8,8,8,10,10,NA
"4206",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4207","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,0,11,11,11,12,12,11
"4208","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","9:30-17:0","10:0-17:0",7,9,9,9,9,9,7.5,7
"4209","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0",7,5.5,5.5,5.5,5.5,5.5,5.5,5.5
"4210",NA,"12:0-20:0","12:0-20:0","12:0-20:0","12:0-21:0","12:0-21:0","12:0-18:0",6,NA,8,8,8,9,9,6
"4211",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4212","16:45-22:0","16:0-21:0","14:0-21:0","12:0-23:0","16:45-23:0","16:45-23:0","16:45-22:0",7,5.25,5,11,7,6.25,6.25,5.25
"4213",NA,"16:0-23:0","16:0-23:0","16:0-0:0","16:0-0:0","16:0-0:0","12:0-23:0",6,NA,7,8,7,8,8,11
"4214",NA,"10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","9:0-16:0",NA,5,NA,9,9,9,9,7,NA
"4215",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4216","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","9:0-21:0","11:0-19:0",7,14,14,14,14,14,12,8
"4217","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-18:0",7,9,9,9,9,9,9,6
"4218","16:0-22:0","16:0-22:0","16:0-22:0","11:0-0:0","11:30-0:0","11:30-0:0","10:0-22:0",7,6,6,13,6,12.5,12.5,12
"4219","0:0-0:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-16:0",NA,6,0,10,10,10,10,5,NA
"4220","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-0:0",7,13,13,15,13,15,15,13
"4221","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","15:0-23:0","15:0-23:0",7,12,12,12,12,12,8,8
"4222","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","9:0-1:0","9:0-22:0",7,13,13,13,13,14,16,13
"4223",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4224","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","10:0-23:0",7,7,7,7,7,7,7,13
"4225",NA,"9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","8:0-14:0",NA,5,NA,9,9,9,9,6,NA
"4226","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-18:0","8:0-18:0",NA,6,12,12,12,12,10,10,NA
"4227","11:0-2:0",NA,"11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-2:0",6,15,NA,15,15,15.5,15.5,15
"4228","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4229",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4230","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-23:0",NA,6,5,5,5,5,5,6,NA
"4231","16:0-2:0","11:0-18:0","18:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","12:0-2:0",7,10,7,15,6,15,15,14
"4232","10:30-2:0","10:30-2:0","10:30-2:0","10:30-2:0","10:30-2:30","8:0-2:30","8:0-2:0",7,15.5,15.5,15.5,15.5,16,18.5,18
"4233","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4234","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4235","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0",7,10,10,10,10,11,11,10
"4236","15:0-0:0","15:0-0:0","15:0-0:0","15:0-0:0","12:0-2:0","12:0-2:0","12:0-0:0",7,9,9,9,9,14,14,12
"4237",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4238","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0",7,10,10,10,10,11,11,10
"4239",NA,"18:0-21:0","17:30-19:30","20:0-21:0","18:0-19:30","8:0-11:0","19:0-21:0",6,NA,3,1,2,1.5,3,2
"4240","0:0-0:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-18:0","11:0-16:0","10:0-16:0",7,0,8,8,8,7,5,6
"4241",NA,"11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","16:0-23:0","15:0-21:0",6,NA,10.5,10.5,10.5,11.5,7,6
"4242","10:0-1:0","10:0-1:0","10:0-1:0","10:0-1:0","10:0-1:0","10:0-1:0","12:0-20:30",7,15,15,15,15,15,15,8.5
"4243","15:0-22:0","15:0-22:0","15:0-22:0","15:0-22:0","15:0-22:0","12:0-22:0",NA,6,7,7,7,7,7,10,NA
"4244","11:0-20:30","11:0-20:30","11:0-20:30","11:0-20:30","11:0-20:30","11:0-20:30",NA,6,9.5,9.5,9.5,9.5,9.5,9.5,NA
"4245","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4246","16:0-22:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:30","6:0-2:30","6:0-2:0",7,6,13,15,15,15.5,20.5,20
"4247","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","12:0-22:30","12:0-21:0",7,0,11,11,11,11.5,10.5,9
"4248","17:0-0:0","15:0-0:0","15:0-0:0","15:0-0:0","15:0-2:30","15:0-2:30","12:0-19:0",7,7,9,9,9,11.5,11.5,7
"4249","0:0-0:0",NA,"16:0-22:0","16:0-22:0","16:0-23:0","12:0-23:0","12:0-21:0",6,0,NA,6,6,7,11,9
"4250","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","12:0-22:0","12:0-21:0",7,11,11,11,11,11,10,9
"4251","0:0-0:0","11:0-22:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0",7,0,11,14,14,14,14,14
"4252","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0",7,10,10,10,10,11,11,10
"4253","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"4254","0:0-0:0","9:0-20:0","9:0-20:0","10:0-20:0","10:0-17:0","9:0-15:0",NA,6,0,11,10,11,7,6,NA
"4255","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"4256",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4257","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-0:0",7,13,13,13,13,15,15,13
"4258","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","11:0-21:0",7,11,11,11,11,11.5,11.5,10
"4259","0:0-0:0","10:0-20:0","10:0-20:0","10:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,10,10,10,11,9,6
"4260","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0",7,10.5,10.5,10.5,10.5,10.5,10.5,10.5
"4261","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:30",7,11,11,11,11,12,12,10.5
"4262","14:30-0:0","14:30-0:0","14:30-0:0","14:30-0:0","14:30-0:0","12:0-0:0",NA,6,9.5,9.5,9.5,9.5,9.5,12,NA
"4263",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4264","11:0-0:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-2:0","11:0-2:0","11:0-0:0",7,13,14,14,14,15,15,13
"4265","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","11:0-2:0",7,18,18,18,18,18,18,15
"4266",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4267",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4268","0:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","10:0-22:0",7,0,13,15,13,15,15,12
"4269","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"4270","0:0-0:0","11:0-16:0","11:0-20:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,0,5,11,9,12,12,11
"4271",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4272","0:0-0:0","11:0-21:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,0,10,13,13,14,14,13
"4273",NA,NA,NA,NA,NA,"12:0-18:0",NA,1,NA,NA,NA,NA,NA,6,NA
"4274","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"4275","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0",7,12,12,12,12,14,14,12
"4276","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-19:0","8:0-16:0","10:0-14:0",7,11,11,11,11,10,8,4
"4277","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"4278","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",7,10,10,10,10,10,10,10
"4279","15:0-22:0","15:0-22:0","15:0-22:0","15:0-22:0","12:0-0:0","11:30-0:0","11:30-20:0",7,7,7,7,7,12,12.5,8.5
"4280",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","13:0-18:0",6,NA,10,10,10,10,10,5
"4281","12:0-0:0","12:0-0:0","12:0-0:0","12:0-0:0","12:0-0:0","12:0-0:0","15:0-22:0",7,12,12,12,12,12,12,7
"4282",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"4283","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30",7,10.5,10.5,10.5,10.5,10.5,10.5,10.5
"4284",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0",NA,5,NA,12,12,12,13,13,NA
"4285",NA,NA,"11:0-20:0","11:0-20:0","11:0-22:0","10:0-22:0","10:0-17:0",5,NA,NA,9,9,11,12,7
"4286",NA,"11:30-1:0","11:30-1:0","11:30-1:0","11:30-2:0","11:30-2:0",NA,5,NA,13.5,13.5,13.5,14.5,14.5,NA
"4287","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","5:0-2:0","17:0-2:0","17:0-2:0",7,9,9,9,9,21,9,9
"4288","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-0:0",7,13,13,15,13,15,15,13
"4289","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","12:0-21:0",7,12,12,12,12,13,13,9
"4290","11:0-23:0","11:0-1:0","11:0-1:0","11:0-1:0","11:30-2:30","12:0-1:0","12:0-23:0",7,12,14,14,14,15,13,11
